"Abels__Kristina","Abrahamson__Dor","Abrami__Philip","Adams__Anne","Aditomo__Anindito","Agrawal__Pulkit","Ahmad__S_Zanariah","Ahmad__Salman","Ahmet__Zeynep","Alagha__Iyad","Alavi__Hamed","Alcaniz__Mariano","Aleo__Franc","Allaire__Stephane","Allert__Heidrun","Alterman__Richard","Amelung__Chris","Arastoopour__Golnaz","Armitt__Gillian","Arnold__Franziska","Asensio-Perez__Juan","Asher__Itay","Avouris__Nikolaos","Bamberger__Jeanne","Banica__Dan","Bao__Xianqing","Baumgartner__Adrian","Bauters__Merja","Becher__Katharina","Beckers__Anna","Bereiter__Carl","Berland__Matthew","Bertram__Johanna","Betrancourt__Mireille","Beuth__Jack","Bielaczyc__Katerine","Bielaczyck__Katerine","Blake__Canan","Blancafort__Marta","Blikstein__Paulo","Blondel__Francois-Marie","Bodemer__Daniel","Bohm__Sonja","Boluda__Pere","Bonnard__Quentin","Bopardikar__Anushree","Boticki__Ivica","Boutin__Pier-Ann","Boyer__Mark","Brennan__Karen","Brett__Clare","Breuleux__Alain","Brown__Scott","Brunger__Adrienne","Buckley__Barbara","Buder__Jurgen","Buder__Jürgen","Bull__Susan","Burd__Elizabeth","Bures__Eva","Caeiro-Rodriguez__Manuel","Cakir__Murat_Perit","Calvo__Rafael","Chai__Shaoming","Chan__Anwar","Chan__Carol","Chan__Carol_K._K.","Chan__Keung_Kai","Chan__Lok_Sze","Chan__Tak-Wai","Chan__Yuen-Yan","Chang__Hsin-Yi","Chang__Hsiu-Mei","Chang__Yu-Hui","Chapman__Robbin","Charles__Elizabeth","Charles__Elizabeth_S.","Chasteen__Michael","Chaves__Gina","Chaves__Wendy","Chen__Bodong","Chen__Chih-Mao","Chen__Ching-Huei","Chen__Fei-Ching","Chen__Frank","Chen__Gaowei","Chen__Jennifer_King","Chen__Mark","Chen__Wenli","Chen__Xidiao","Chen__Yen-Hua","Chen__Zhi-Hong","Cheng__Gang","Cheng__Kai-Tien","Cheng__Kenneth","Cheong__Siew_Kheng","Chesler__Naomi","Chin__Chee-Kuen","Ching__Dixie","Chiu__Chieh-Hsin","Chiu__Jennifer","Chiu__Ming_Ming","Cho__Kwangsu","Choi__Yin_Wai_Yvonne","Chounta__Irene-Angelica","Chow__Chi_Kin","Choy__Chong_Wah_Cedric","Chu__Ka_Tim","Chu__Samuel_Kai_Wah","Chuy__Maria","Clegg__Tamara","Collier__Nicole","Collins__Trevor","Condamines__Thierry","Constantinou__Constantinos","Constantinou__Costas_P.","Contero__Manuel","Coughlan__Tim","Coulter__Bob","Craft__Brock","Cress__Ulrike","Crider__Jeremy","Cuendet__Sebastien","D’Angelo__Cynthia","Daily__Shaundra","Damsa__Crina","Danish__Joshua","Dascalu__Mihai","Davies__Sarah","Davis__Sarah","Dayan__Jacob","De-Groot__Reuma","de_Jong__Frank","de_Laat__Hanneke","De_Wever__Bram","DeBarger__Angela_Haydel","Dede__Chris","Deguchi__Akiko","Deiglmayr__Anne","Delacruz__Girlie","Deng__Liping","Devlin__Alison","Dickinson__Anthony_R.","Dillenbourg__Pierre","Dimitracopoulou__Angelique","Dimitriadis__Yannis","Do-Lenh__Son","Dohrmann__Patrick","Dong__Zhijiang","Downton__Michael","Dubrowski__Adam","Dugdale__Michael","Dunleavy__Matt","Dyke__Gregory","Eberbach__Catherine","Effendi__David","El-Refai__Walid","Elinich__Karen","Ellis__Cali","Enriquez__Rutchelle","Enyedy__Noel","Erkens__Gijsbert","Eseryel__Deniz","Evans__Michael","Evans__Michael_A.","Feenberg__Andrew","Fernandez__Eloy","Ferreira__Deller","Fesakis__Georgios","Fields__Deborah","Fischer__Frank","Fraser__Danae_Stanton","Fu__Ella","Fueyo__Vivian","Fukuda__Hiroyuki","Funaoi__Hideo","Fung__Yuen_Han","Fyfe__Vilma","Gardner__Christina","Ge__Xun","Gehlen-Baum__Vera","Gentile__Sylvia","Georgiou__Agni","Gnesdilow__Dana","Gnoli__Alessandro","Goel__Ashok","Goeze__Annika","Goggins__Sean_P.","Goodyear__Peter","Gorsky__Paul","Greene__Daniel","Grotzer__Tina","Gu__Xiaoqing","Guichon__Nicolas","Guo__Shaoqing","Guribye__Frode","Gutierrez__Jose","Gweon__Gahgene","Ha__Henry","Hakkarainen__Kai","Håklev__Stian","Halatchliyski__Iassen","Hamalainen__Raija","Hamel__Christine","Hamilton__Eric","Hansson__Lena","Harding__Nancy","Harrer__Andreas","Hasenbein__Melanie","Hatch__Andrew","Haussmann__Annette","Heo__Gyeong_Mi","Hernandez-Leo__Davinia","Hernandez__Juan_Carlos","Herodotou__Christothea","Herrmann__Thomas","Hesse__Friedrich_W.","Hewitt__Jim","Higgins__Steve","Hirashima__Tsukasa","Hmelo-Silver__Cindy","Ho__K._C.","Hoadley__Christopher","Hong__Huang-Yao","Hong__Ming","Honwad__Sameer","Hoppe__H._Ulrich","Howley__Iris","Hsiao__Ying-Ting","Hsieh__Fang-Pei","Hu__Chun","Hui__Diane","Hundertmark__Sarah","Hunter__Judith","Hussmann__Heinrich","Idris__Sufian","Ilomaki__Liisa","Im__Jungtaek","Inagaki__Shigenori","Ioannou__Andri","Jacobson__Michael","Jaeger__Allison","Janssen__Jeroen","Jeong__Heisawn","Jermann__Patrick","Jing__Leng","Johansson__Carolina","Jonassen__David","Jones__Ann","Jonsson__Martin","Jordan__Rebecca","Joyce-Gibbons__Andrew","Jurgens__Alke","Kaendler__Celia","Kafai__Yasmin","Kahrimanis__Georgios","Kali__Yael","Kam__Matt","Kamarainen__Amy","Kamvar__Sep","Kangas__Kaiju","Kaplan__Frederic","Kapur__Manu","Karlgren__Klas","Kartiko__Iwan","Kawasaki__Miho","Kay__Judy","Kennedy-Clark__Shannon","Kerawalla__Lucinda","Kim__Beaumie","Kim__Jihie","Kim__Mi_Song","Kimmerle__Joachim","Kirschner__Paul","Kirschner__Paul_A","Kita__Chigusa","Klopfer__Eric","Knickle__Kerry","Knight__Katherine","Knipfer__Kristin","Koedinger__Kenneth_R.","Koh__Quee_Boon","Kohen-Vacs__Dan","Kohnle__Carmen","Kollar__Ingo","Kollias__Vassilis","Kolodner__Janet","Koper__Rob","Kopp__Birgitta","Krauskopf__Karsten","Krumm__Andrew","Ku__Yiu_Yee","Kubota__Yoshihiko","Kumar__Melissa","Kumar__Rohit","Kurti__Arianit","Kusunoki__Fusako","Kwok__Ching_Yin","Kwok__S._M.","Kynigos__Chronis","Kyza__Eleni","Kyza__Eleni_A.","Laferriere__Therese","Laferrière__Thérèse","Laffey__James","Lai__Ming","Lakkala__Minna","Lally__Vic","Lam__Bonnie","Langer__Sybille","Lapeyre__Jaime","Larusson__Johann","Lasry__Nathaniel","Lau__Alison","Lau__Siu_Fan","Laurillard__Diana","Law__Nancy","LAW__Nancy","Law__Victor","Lawless__Kimberly","Lax__Leila","Lea__John","Lee__Chwee_Beng","Lee__Hsueh_Chien_Dawn","Lee__Namseok","Lee__Shuh_Shing","Lee__Sunghye","Lee__Yeung","Lee__Yew-Jin","Lei__Jing","Leng__Jing","LEUNG__Lawrence","Lewis__Armanda","Li__Cen","Li__Kangli","Li__Kedong","Li__Yanyan","Liao__Calvin_C._Y.","Lin__Chiu-Pin","Linn__Marcia","Lit__Shirley","Liu__Lei","Ljubojevic__Dejan","Loll__Frank","Lomas__Derek","Lonn__Steven","Looi__Chee-Kit","Looi__Chee_Kit","Lopez__Oscar_Hernandez","Loser__Kai-Uwe","Lu__Jingyan","Luckin__Rosemary","Ludvigsen__Sten","Lui__Michelle","Lund__Kristine","Luo__Heng","MacLennan__Cameron","Madeira__Cheryl_Ann","Makitalo-Siegl__Kati","Maldonado__Luis_Facundo","Mandl__Heinz","Mann__Susanna","Marbouti__Farshid","Maria__Chuy","Markauskaite__Lina","Martin__Taylor","Martinez__Roberto","Mathews__Jim","Matschke__Christina","Matteucci__Maria_Cristina","Matuk__Camillia","Mavrikis__Manolis","Mayfield__Elijah","McGillion__Michael","McLaren__Bruce","Medina__Richard","Mercier__Emma","Messina__Richard","Metcalf__Shari","Michael__Georgia","Milrad__Marcelo","Miyake__Naomi","Mochizuki__Toshio","Moher__Tom","Molinari__Gaelle","Montané__Mireia","Moraveji__Neema","Morley__Elizabeth","Moskaliuk__Johannes","Motto__Andrea","Mous__Karel","Mu__Jin","Mu__Su","Mullins__Dejana","Muukkonen__Hanni","Najafi__Hedieh","Namdar__Bahadia","Nasser__Samira","Nelson__Suzanne","Newstead__Anne","Nicolaido__Iolie","Notari__Michele_P.","Nüssli__Marc-Antoine","Oehl__Michael","Oksanen__Kimmo","Oldershaw__Cally","Ortega__Mario","Oshima__Jun","Paavola__Sami","Palaiodimos__Aggelos","Papanastasiou__Elena","Park__Jonghwi","Parussel__Karla","Patel__Kishan","Patton__Charles","Patton__Charlie","Pea__Roy","Penuel__William","Peppler__Kylie","Perez-Lopez__David","Perez-Rodriguez__Roberto","Perreault__Christian","Perrotta__Carlo","Perry__Judy","Peters__Vanessa","Peterson__Patricia","Petrick__Carmen","Pfister__Hans-Ruediger","Phielix__Chris","Pilz__Florian","Pinkwart__Niels","Plesch__Christine","Poon__Tung_Keung","Porte__John","Prié__Yannick","Prieto__Luis","Prieto__Luis_P.","Prilla__Michael","Prins__Frans","Puntambekar__Sadhana","Quellmalz__Edys_S.","Raes__Annelies","Raj__Bhiksha","Rausch__Andreas","Reale__Nathan","Rebedea__Traian","Redfors__Andreas","Reedy__Gabriel_B.","Reffay__Christophe","Reilly__Mark","Reimann__Peter","Resendes__Monica","Richards__Debbie","Richter__Christoph","Ritella__Giuseppe","Ritella__Guiseppe","Robb__Anja","Rogers__Yvonne","Ronen__Michaela","Ronen__Miky","Rosberg__Maria","Roschelle__Jeremy","Rose__Carolyn","Rose__Carolyn_P.","Rosenheck__Louisa","Roy__George","Rudat__Anja","Rugaber__Spencer","Rummel__Nikol","Rusman__Ellen","Saarivesi__Eini","Saballus__Ulf","Saito__Moegi","Salvador-Herranz__Gustavo","Sami__Rahul","Sander__Birgit","Sarmiento-Klapper__Johann","Sasaki__Hiroshi","Sato__Elissa","Sawyer__Keith","Scanlon__Eileen","Scardamalia__Marlene","Schank__Patricia","Schanze__Sascha","Schellens__Tammy","Scheuer__Oliver","Schmidt__Matthew","Schrader__Josef","Schubert__Kai","Schwarz__Baruch","Schwendimann__Beat","Schwind__Christina","Sclater__Madeleine","Seitamaa-Hakkarainen__Pirita","Shaffer__David_Williamson","Shao__Yin-Juan","Shapiro__R._Benjamin","Shaw__Erin","Sheldon__Josh","Shen__Haifeng","Shen__Ji","Shin__Ho-Chul","Shirouzu__Hajime","Showalter__Stephen","Silva__Brenda_López","Sim__Chor_Miang","Sinha__Suparna","Sloep__Peter","Slof__Bert","Slotta__James","Slotta__James_D.","Slotta__Jim","Smith__Garrett","So__Hyo-Jeong","Songer__Nancy","Southavilay__Vilaythong","Spada__Hans","Speer__Jennifer","Spikol__Daniel","Spreeuwenberg__Lia","Squire__Kurt","Stahl__Gerry","Stegmann__Karsten","Steinmeier__Christopher","Stichter__Janine","Stieff__Mike","Streng__Sara","Strijbos__Jan_Willem","Subramaniam__Nantha_Kumar","Sugimoto__Masanori","Sullivan__Sarah","Sumon__Saiful","Sun__Daner","Sun__Jizhen","Sun__Yanqing","Suthers__Daniel","Suthers__Daniel_D.","Suzuki__Hideyuki","Svihla__Vanessa","Tabak__Iris","Takeda__Yoshiaki","Tan__Esther","Tan__Seng_Chee","Tarchi__Christian","Taylor__Charlotte","Taylor__Meredith","Team__the_KBTN","Teasley__Stephanie","Tee__Meng_Yew","Teplovs__Chris","Teplovs__Christopher","Thiel__Ansgar","Tholander__Jakob","Thompson__Kate","Tian__Stella","Tissenbaum__Mike","Toikka__Seppo","Tomasetto__Carlo","Toyama__Yukie","Trausan-Matu__Stefan","Trninic__Dragan","Tsai__Pei-Chen","Tse__Andrew_Chung_Yee","Tse__Hidy","Tucker__Sean","Tutwiler__M._Shane","Twiner__Alison","Tzeng__Ren-Yow","Udani__Mikesh","Unal__Zafer","Underwood__Joshua","Untch__Roland","Vahey__Phil","Valbuena__Widman_Said","Valcke__Martin","van_Aalst__Jan","Van_Aalst__Jan","van_Bruggen__Jan","van_de_Sande__Carla","van_der_Meij__Hans","van_Heijst__Hennie","Van_Schooneveld__Jackie","Vanderhoven__Ellen","Vanover__Charles","Vatrapu__Ravi","Viilo__Marjut","Villagra-Sobrino__Sara","Vogel__Bahtijar","Waddington__Richard","Wagner__Christine","Wake__Jo_Dugstad","Walker__Erin","Wan__Wing-San","Wang__Joyce","Wang__Lu","Wang__Po-Hsien","Wang__Xinghua","Wang__Xueli","Wang__Zhan","Ward__Mary-Helen","Wardrip__Peter","Warnecke__Tim","Wasson__Barbara","Watt-Watson__Judy","Wecker__Christof","Wegerif__Rupert","Weibert__Anne","Weinberger__Armin","Wen__Yun","Whittaker__Chris","Wiley__Jennifer","Wilkins__Jay","Wilkins__Jesse_L.M.","Winters__Niall","Wise__Alyssa_Friend","Wong_","Wong__Lung-Hsiang","Wong__Wai-Yat","Wong__Wai_Yat","Woo__David_James","Wu__Chun-Ping","Wu__Hsin-Kai","Wu__I-Chia","Wu__Jing","Xie__Charles","Xin__Cindy","Xu__Hui","Yacef__Kalina","Yamaguchi__Etsuji","Yamasaki__Kazuya","Yang__Euphony_F._Y.","Yang__Xianmin","Yang__Yang","Yeh__Charles_Y._C.","Yeo__Jennifer","Yip__Jane","Yoo__Jaebong","Yoon__Susan","Yu__Fu-Yun","Yu__Shengquan","Yuen__Johnny","Zahn__Carmen","Zhan__Ying","Zhang__Baohui","Zhang__Jianwei","Zhang__Yonghe","Zhao__Jian","Zhao__Jianhua","Zhao__Naxin","Zhou__Nan","Zin__Abdullah_Mohd","Zottmann__Jan","Zufferey__Guillaume"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
