"_","Abdu__Rotem","Abed__Fayez","Abrahamson__Dor","Adach__Aleksandra","Adair__Amy","Adams-Wiggins__Karlyn_R.","Adler__Idit","Aftab__Ammarah","Agesilaou__Andria","Aguinaga__Jacob_M.","Ahmed__Shaeema_Zaman","Ahn__June","Akcay__Hakan","Aldemir__Tugce","Aleven__Vincent","Alibali__Martha_W.","Allen__Anna-Ruth","Allen__Laura_K.","Allman__Bohdana","Alozie__Nonye","AlQahtani__Mona","Altshuler__Mari","Amarasinghe__Ishari","Amato__Anna","Amir__Ofra","Amundrud__Anja","An__Haokang","Andersen__Renate","Anderson__Eleanor_R.","Anderson__Emma","Andrus__Brian_M.","Ansari__Ummie","Anton__Gabriella","Aprin__Farbod","Araos__Andrés","Ariely__Moriah","Askew__Rachel","Av-Shalom__Na’ama_Y.","Avadhanam__Rukmini","Avry__Sunny","Azevedo__Flávio_S.","Azevedo__Roger","Bachelor__Ashley","Bae__Haesol","Baggaley__Stuart","Bain__Connor","Bakal__Michael","Balasubramaniam__Ramesh","Baldinger__Erin_E.","Ballelos__Nikki_Anne_M.","Balyan__Renu","Banawan__Michelle","Bang__Megan","Banzon__Allison_M.","Barany__Amanda","Barclay__Rich","Barnes__Tiffany||Wiebe__Eric||Fields__Deborah||Kafai__Yasmin||Tofel-Grehl__Colby||Giang__Michael||Sun__Jen||Strawhacker__Amanda||Hansen__Tyler||Slotta__Jim","Barron__Brigid","Bartel__Anna_N.","Barth-Cohen__Lauren","Barth-Cohen__Lauren_A.","Barton__Angela_Calabrese","Barzilai__Sarit","Bastani__Reyhaneh","Basu__Satabdi","Bauer__Elisabeth","Beckert__Betsy","Belland__Brian_R.","Ben-Dor__Naama","Bene__Emma_P.","Bennett__Katrina_A.","Bergner__Yoav","Bermudez__Vanessa_N.","Bernier__Jeremy","Betts__Cameron","Bex__Richard_T.","Bhowmik__Saptarshi","Bichler__Sarah","Bielaczyc__Katerine","Bigman__Maxwell","Billings__Kelly","Biswas__Gautam","Blikstein__Paulo","Bofferding__Laura","Bogart__Christopher","Boldyreva__Elena","Bomar__Anjelique","Boomgaarden__Antje","Borge__Marcela","Botch__Madison","Boucher__Nicole","Bowhay__Ciana","Boyer__Kristy_Elizabeth","Braasch__Jason_L._G.","Bradford__Allison","Brady__Corey","Brand__Charleen","Brennan__Karen","Brenner__Eric","Britt__Anne","Britt__M._Anne","Bryant__Tonya","Bumbacher__Engin","Burgas__Kim","Burron__Garrick","Bustamante__Andres_S.","Byman__Jenny_Renlund_and_Jenny","Byrne__Virginia","Caballero__Daniela","Cabrera__Lautaro","Cady__Alice","Campos__Fabio_C.","Cao__Lydia_Y.","Carlson__Spencer","Carvalho__Renato","Castro-Faix__Moraima","Catete__Veronica","Cavera__Veronica_L.","Cederquist__Steven","Cekaite__Asta","Celepkolu__Mehmet","Chakraborty__Shayok","Chaloner__Kim","Champion__Dionne","Chan__Carol_K._K.","Chan__Carol_K.K.","Chan__Jenny_Yun-Chen","Chang__Jaemyong","Chang__Yu-Hui","Chao__Jie","Chartrand__Grant_T.","Chavez__Rosa","Chen__Bodong","Chen__Gaowei","Chen__Helen","Chen__Jie","Chen__Mei-Hwa","Chen__Rachel","Chen__Si","Cheng__Yihong","Cheong__Christy_Weng-Lam","Chernikova__Olga","Cheung__Marcus_Y-Y.","Chew__Phebe","Chi__Michelene_T._H.","Chinn__Cark","Chinn__Clark_A.","Chiu__Jennifer_L.","Chiu__Yu-Chen","Chng__Edwin","Cho__J.Yohan","Cho__Kyungjin","Choi__Daniel","Chong__Cierra","Chong__Kit-Ying_Angela","Chowdhury__Mahjabin","Clark__Douglas_B.","Clark__Heather_F.","Clarke-Midura__Jody","Clarke__Sherice","Clarke__Sherice_N.","Closser__Avery_H.","Coelho__Raquel","Coenraad__Merijke","Cohen__Rinat_Levy","Colleni__Mckay","Conner__Laura_D._Carsten","Copel__Liat","Cortés__Luis_E._Pérez","Cortez__Arturo","Cosic__Lana","Cottone__Amanda","Cottone__Amanda_M.","Coven__Madeline","Craig__Kalani","Cross-Francis__Dionne","Cukier__Michel","Cunje__Alister","Curnow__Joe","Curwood__Jen_Scott","Dabholkar__Sugat","Dahn__Maggie","Dai__Chih-Pu","Dai__Zhaihuan","Damsa__Crina","Damşa__Crina","Daniel__Bethany","Danish__Joshua","Danish__Joshua_A.","Dasgupta__Chandan","Datta__Debajyoti","Davidesco__Ido","Davidsen__Jacob","Davis__Elizabeth_A.","Davis__Gwen","Davis__Pryce","Davis__Susannah_C.","de_Castro_Brasileiro__César","de_Deus_Lopes__Roseli","de_Jong__Ton","de_León__Lourdes","De_Smedt__Fien","De_Wever__Bram","Dehghanzadeh__Hojjat","Delaney__Victoria","DeLiema__David","Dennis__Katherine","DesPortes__Kayla","Dever__Daryn_A.","Deverel-Rico__Clarissa","Dhakulkar__Amit","Dickes__Amanda","Dickler__Rachel","Dikker__Suzanne","DiNapoli__Joseph","Dixon__Colin","Dobie__Tracy","Dogan__Muhammed_Fatih","Dominguez__Ximena","Donaldson__Jonan_Phillip","Dong__Shengwen","Dood__Amber_J.","Dove__Ian_J.","Dozier__Sara","Dresel__Markus","Drzewiecki__Katie_C.","Dubovi__Ilana","Duncan__Ravit","Duncan__Ravit_Golan","Dunlap__Kathrin","Durik__Amanda","Dyer__Elizabeth_B.","Easley__Kathleen","Easterday__Matthew","Edelsbrunner__Peter_A.","Ehrenfeld__Nadav","Eie__Siv","Eielsen__Carl_Sebastian","Eimler__Sabrina_C.","El-Adawy__Shams","Elby__Andrew","Elliott__Colin_Hennessy","Ellis__Amy_B.","Emara__Mona","Eng__Jess","Enyedy__Noel","Erete__Sheena","Ericson__Barbara","Ertl__Bernhard","Espino__Danielle_P.","Estrada__Andrew","Eysink__Tessa_H._S.","Faimon__Lillyanna","Fanguy__Mik","Farris__Amy_Voss","Feng__Chen","Feng__Xueqi","Fensie__Anne","Fernandez__Cassia","Fett__Kerstin","Fiacco__James","Fick__Sarah_J.","Fields__Deborah_A.","Finkenstaedt-Quinn__Solaire_A.","Finzer__William","Fischback__Liam","Fischer__Christian","Fischer__Frank","Fischer__Martin_R.","Fishman__Barry","Flood__Virginia_J.","Fofang__Janet_Bih","Fofang__Janet_Shufor_Bih_Epse","Foster__Aroutis","Francom__Rachel","Franklin__Scott","Frickey__Jimmy","Fridman__Chani","Fried__Ron","Friedman__Zach","Fuhrmann__Tamar","Fujii__Reina","Fullmer__Susanna","Furtak__Erin_Marie","Gadbury__Matt","Galas__Evelina","Ganaiem__Masaood","Ganaiem__Wisal","Gao__Yuchan","Garcia__Antero","Garcia__Jorge_E.","Garcia__Patricia","Garcia__Susie","Gargroetzi__Emma","Gargroetzi__Emma_C.","Gašević__Dragan","Ge__Xiao","Gedrimienė__Eglė","Gee__Elisabeth","Gee__Elisabeth_R.","Gelman__Susan_A.","Gendreau__Alexandra","Georgen__Chris","Gerard__Libby","Gere__Anne_R.","Gertenbach__Ryan_M.","Ghasempour__Erfane","Girwidz__Raimund","Glaser__Noah","Glass__Alex_C.","Glazewski__Krista","Glazewski__Krista_D.","Gnesdilow__Dana","Gobert__Janice","Goldik__Naama","Goldman__Shelley","Goldman__Susan_R.","Golumbic__Elana_Zion","Gomoll__Andrea","Goodwin__Marjorie_Harness","Gorson__Jamie","Goya__Walter_Akio","Graham__Danielle","Gravell__Jamie","Greenberg__Day","Greenberg__Kevin","Greene__Jeffrey_A.","Greenwald__Eric","Greisel__Martin","Gresalfi__Melissa","Grills__Katie","Groos__David","Gröschner__Alexander","Grover__Shuchi","Guan__Xingmin","Gutiérrez__José_F.","Gutiérrez__Kris","Ha__Jesse","Haan__Ki-Won","Haduong__Paulina","Hall__Allison_H.","Haluska__Cameron_M.","Hamilton__Eric_R.","Hansen__Ida_Bang","Hansen__Tyler","Hao__Delan","Hardy__Lisa","Harrer__Benedikt_W.","Harris__Tripp","Hartmann__Christian","Haskel-Ittah__Michal","Hasty__Brent","Hayashi__Yugo","Hayward__Caitlin","Hecht__Marijke","Heitzmann__Nicole","Hel-Or__Hagit","Hempert__Lena","Henrie__Andrea","Henriksen__Lise_Toft","Heredia__Sara_C","Hernández-Leo__Davinia","Herrenkohl__Leslie","Herrera__Alicia","Hewitt__Jim","Heyd-Metzuyanim__Einat","Hickey__Daniel_T.","Higgs__Karyn","Hillman__Thomas","Hilton__Michael","Hinckle__Madeline","Hira__Avneet","Hjorth__Arthur","Hladik__Stephanie","Hmelo-Silver__Cindy","Hmelo-Silver__Cindy_E.","Ho_","Hoadley__Christopher","Hochgreb-Haegele__Tatiana","Hod__Yotam","Hokama__Megan","Holbert__Nathan","Holmes__N._G.","Holzberger__Doris","Hoppe__H._Ulrich","Hoppenstedt__Eduardo","Horn__Michael","Horn__Michael_S.","Housh__Karyn","Hoyer__Christoph","Hsi__Sherry","Hu__Katrina","Hu__Liru","Hu__Xiao","Huang__Jun_Song","Huerta__Margarita","Hufnagle__Ashley","Hulders__Iris","Humburg__Megan","Hunn__Christopher_T.","Hurzlmeier__Maleen","Hussmann__Heinrich","Hutchins__Nicole_M.","Iikubo__Shinya","Irgens__Golnaz_Arastoopour","Isaacs__Devon","Jackson__David","Jacobs__Jennifer_K.","Jäger__Joscha","James__Carrie_L.","James__Katherine","James__Nikki","Jarbo__Kevin","Järvelä__Sanna","Järvenoja__Hanna","Jasien__Lara","Jayathirtha__Gayithri","Jen__Tessaly","Jenkins__Jennifer","Jeon__Sophia","Jermann__Patrick","Ji__GaYeon","Jiang__Shiyan","Jiang__Xuemei","Jiao__Pengcheng","Johnson__Gabriella_M.","Johnson__Heather","Jona__Kemi","Jones__Bonni","Jones__Stephanie_T.","Jones__Ugochi","Joseph__Merlyn","Joy__Tugce","Ju__Bo","Kafai__Yasmin","Kafai__Yasmin_B.","Kahn__Jennifer_B.","Kaikhosroshvili__Keke","Kaiser__Manfred","Kali__Yael","Kalir__Jeremiah","Kamdar__Danae","Kandimalla__Siddharth_Reddy","Kane__Shaun_K.","Kang__Jina","Kapici__Hasan_Ozgur","Katirci__Nihal","Katuka__Gloria_Ashiya","Kaur__Navneet","Kawakubo__Anthony_J_Taiki","Ke__Fengfeng","Keifert__Danielle","Kelly__Annie","Kelly__Nick","Kelly__Susan","Kelter__Jacob","Kenney__Elizabeth_A.","Kessler__Erica_D.","Kessner__Taylor","Kessner__Taylor_M.","Ketelhut__Diane_Jass","Keune__Anna","Khan__Rubaina","Khaung__Htay_Min","Khong__Hien","Kiesewetter__Jan","Killen__Heather","Kim__Beaumie","Kim__ChanMin","Kim__Dongsik","Kim__Doy","Kim__Jungsun","Kim__Soo_Hyeon","Kim__Taehyun","Kirankumar__Veena","Kite__Vance","Kleban__Jason","Klokmose__Clemens","Knezevic__Melanie","Knowe__Madison","Knowles__Jackson","Ko__Mon-Lin_Monica","KO__Pakon","Koca__Ece_Ebrar","Kocabas__Sezai","Koedinger__Kenneth_R.","Kogler__Justin","Kokkonen__Henna","Kollar__Ingo","Kolvoord__Bob","Krishnamoorthy__Rishi","Krist__Christina","Kuang__Xiulin","Kubsch__Marcus","Kuhn__Deanna","Kuhn__Jochen","Kumar__Vishesh","Kumpulainen__Kristiina","Kuo__Annie_Camey","Kwon__Faith","Kwon__Oh_Hoon","Kyza__Eleni_A.","Labotka__Danielle","Lachner__Andreas","Ladhani__Farhaan","Lam-Herrera__Marilu","Lam__Cindy_K.","Land__Susan","Landrieu__Yana","Lane__H._Chad","Lange__Kimiko","Langer-Osuna__Jennifer","Larison__Sarah","Larsen__Ross","Law__Nancy","Law__Nicola_YL.","Lawrence__LuEttaMae","Lawson__Mahogany","Layne__Jean","Leary__Heather","Lee__Alwyn_Vwen_Yen","Lee__Christine","Lee__Jenny","Lee__Ji-Eun","Lee__Jinju","Lee__Na_Young","Lee__Sarah","Lee__Sarah_J.","Lee__Sarah_P.","Lee__Seoyoung","Lee__Seung","Lee__Seung_B.","Lee__Ung-Sang","Lee__Victor_R.","Leifer__Larry","Leisner__David","Leite__Walter_L.","Leitner__Maxyn","Leones__Tiffany","Lerche__Thomas","Lerner__Bella","Lester__James","Leuders__Timo","Leung__Vivian","Levy__Sharona_T.","Levy__Zohar","Lewis__Daniel_Rees","Li__Frank","Li__Meng","Li__Xiaofeng","Li__Xu","Li__Yan","Li__Yanhong","Lilly__Sarah","Lim__Ji_Young","Lim__Kyu_Yon","Lin__Veronica","Lin__Yiwen","Lindberg__Lindsay","Lindgren__Robb","Lindwall__Oskar","Linn__Marcia_C.","Litts__Breanne_K.","Liu__Yuci","Liu__Zhichun","Lloyd__Gwendolyn","Lobczowski__Nikki_G.","Loibl__Katharina","Loiselle__Tayler","Lopez__M._Lisette","Louca__Loucas_T.","Love__Candice","Lui__Michelle","Luna__Melissa_J.","Luo__Amy","Lynch__Collin","Lynch__Collin_F.","Lyons__Kayley","Lyons__Leilah","Macedo__Livia","Machaka__Nessrine","MacIntyre__Blair","Mackevicius__Claire","Magliano__Joseph_P.","Malamut__Jim","Malkinson__Noam","Mallavarapu__Aditi","Malmberg__Jonna","Malzahn__Nils","Mansi__Gennie","Manz__Eve","Marei__Amin","Marin__Ananda","Martel__Sophie_R.","Martin__Caitlin_K.","Martin__Kit","Martin__Rebecca","Marzi__Elham","Mathayas__Nitasha","Matuk__Camillia","Mawasi__Areej","May__Jason_M.","McAlister__Anne_M.","McCambly__Heather","McCarthy__Kathryn_S.","McCarty__Stephanie","McClain__Lucy","McCollum__Alden","McCranie__Ann","McElhaney__Kevin_W.","McEwen__Rhonda","McGee-Tekula__Randi","McGee__Steven","McGivney__Eileen","McGrew__Sarah","McLaughlin__Jacqueline_E.","McNamara__Danielle_S.","Mejia__Fabrizio_D.","Melev__Ivan","Melo__Kevin","Melzner__Nadine","Mende__Stephan","Mercier__Emma","Mesinas__Melissa","Michaelis__Joseph_E","Mifsud__Louise","Miller__Katherine","Mishra__Punya","Mochizuk__Toshio","Moder__Sarah","Modrek__Anahid_S.","Molinari__Gaëlle","Momin__Ornab","Montgomery__AmBer","Moon__Jewoong","Moon__Peter","Mor-Hagani__Shiri","Morales-Navarro__Luis","Mørch__Anders_I.","Morello__Jordan","Morrison__Deb_L.","Mott__Bradford","Mullally__Martha","Munson__Jen","Murphy__Danielle","Murphy__P._Karen","Murray__R._Charles","Mutlu__Bilge","Muukkonen__Hanni","Nachtigall__Valentina","Nacu__Denise","Nagashima__Tomohiro","Nagy__Peter","Narciss__Susanne","Nathan__Kelsey_E._Schenck_and_Mitchell_J.","Nathan__Mitchell","Ndubuisi__Anuli","Negrut__Mara","Nelson__Brian","Newton__Natalie_N.","Ng__Jeremy","Ngo__Vy","Nguyen__Andy","Nguyen__Ha","Nguyen__Judy","Nguyen__Minah","Ngyuen__Judy","Niederhauser__Mario","Niño-Soto__Maria","Nistor__Nicolae","Noroozi__Omid","Norris__Cathie","Noushad__Noora_F.","Nussbaum__E._Michael","O’Rourke__Eleanor","Ogan__Amy","Ohsaki__Ayano","Okita__Sandra_Y.","Oliver__Kara_Wilson","Olsen__Jennifer_K.","Olsen__Joseph","Omarchevska__Yoana","Ong__Aloysius","Opwis__Klaus","Oshima__Jun","Oshima__Ritsuko","Ostrowdun__Chris","Ostrowdun__Christopher_P.","Ottmar__Erin","Ouyang__Fan","Özden__Şule_Yılmaz","Pacheco__Rios","Pan__Yanjun","Papaevripidou__Marios","Papendieck__Adam","Parekh__Priyanka","Park__Jongchan","Park__Soonhye","Parr__Erika_David","Pavlou__Yvoni","Payne__William","Pea__Roy","Peel__Amanda","Pellicone__Anthony","Penuel__William_R.","Peppler__Kylie","Perez__Melissa","Perret__Cecile_A.","Pesaresi__Simona","Petrosino__Anthony_J.","Phillips__Tanner","Phonethibsavads__Anthony","Phuong__Andrew_Estrada","Pierce__Caro_Williams-","Pierson__Ashlyn","Pinkard__Nichole","Plane__Jandelyn","Planey__James","Plummer__Julia_D.","Polinsky__Naomi","Polman__Joseph_L.","Potvin__Ashley_Seidel","Poulsen__Christian","Pozos__Rose_K.","Pradhan__Ishita","Preza__Chrysanthe","Proske__Antje","Puntambekar__Sadhana","Purzer__Senay","Putney__LeAnn_G.","Putzeys__Karen","Quintana__Rebecca_M.","Radinsky__Josh","Radkowitsch__Anika","Radu__Iulian","Rafner__Janet","Rahimian__Firoozeh","Rahm__Jrène","Rahmian__Liat","Raman__Preeti","Ramey__Kay_E.","Ramirez__Jesse","Raza__Ali","Recker__Mimi","Reddy__Sai_Raj","Reimann__Peter","Reimers__Jackson","Renick__Jennifer_R.","Reynante__Brandon","Richards__Jennifer","Richey__J._Elizabeth","Richland__Lindsey","Richman__Thomas","Riedy__Robbin","Riter__Devon","Rivero__Edward","Roberto__Colette","Roberts__Jessica","Rogoff__Barbara","Røkenes__Fredrik_Mørk","Roll__Ido","Roper__Za’Mani","Roschelle__Jeremy","Rosé__Carolyn","Rosé__Carolyn_P.","Rosenberg__Joshua_M.","Rossmy__Beat","Rost__Gail","Rothschuh__Stefan","Roughan__Patrick","Roy__Ethan","Royalty__Adam","Ruf__Alessia","Rummel__Nikol","Rupp__Kathryn_E.","Rupp__Katy","Russo__Renato","Rustad__Mikkel_Bertram","Rutstein__Daisy","Ryan__Zachary","Ryoo__Kihyun","Sadhukha__Sushmita","Sailer__Michael","Saito__Moegi","Sakr__Majd","Saleh__Asmalina","Sankaranarayanan__Sreecharan","Sao__Michael","Sasson__Irit","Sawyer__Keith","Sayre__Eleanor_C","Sayre__Eleanor_C.","Scheiter__Katharina","Schindler__Emily","Schmidmaier__Ralf","Schneider__Bertrand","Searle__Kristin","Sebastian__Rose","Sedas__R._Mishael","Seidel__Tina","Sekine__Seiji","Sengupta__Pratim","Seshadri__Vivek","Severance__Samuel","Sezen-Barrie__Asli","Shah__Mamta","Shalala__Rafael","Shanahan__Marie-Claire","Shapiro__R._Benjamin","Sharma__Kshitij","Shaw__Mia_S.","Shehab__Saadeddine","Shepherd__Sarah","Sherard__Maximilian_K.","Sheri__Sheppard","Sherin__Bruce","Sherin__Bruce_L.","Sherin__Miriam","Sherlock__Adam","Sherson__Jacob","Shevchenko__Yury","Shim__Jooeun","Shim__Soo-Yean","Shimojo__Shigen","Shin__Jinnie","Shinas__Valerie","Shirouzu__Hajime","Shiver__S.","Shokeen__Ekta","Shui__Linlin","Shultz__Ginger_V.","Shumway__Jessica","Shvarts__Anna","Siebert-Evenstone__Amanda","Sierschynski__Jarek","Sikkema__Scott","Silander__Megan","Silla__Elena_M.","Silvis__Deborah","Silvola__Anni","Simpson__Amber","Sinha__Ravi","Sinha__Tanmay","Sit__Stefany","Slotta__James_D.","Slotta__Jim","Smiley__Monica","Smith__Hannah","Smørdal__Ole","Smyth__Paige","Snyder__Caitlin","Snyder__Jacob_O.","Sokolikj__Zlatko","Soliman__Dina","Solomon__Folashade","Soloway__Elliot","Sommer__Stephen","Sommerhoff__Daniel","Soul__Laura","Souza__Simone_Ann_D","Spang__Laura","Spilberg__Joseph","Stadler__Matthias","Stalin__Aravind","Stamatis__Kristina_M.","Stark__Robin","Staudenraus__Charity","Steen__Francis","Steffens__Brent","Steier__Rolf","Steinberg__Rebecca","Steinberg__Selena","Stephens__Courtney","Stevens__Reed","Stieff__Mike","Stiso__Christina","Stoler__Annabel","Strauß__Sebastian","Strawhacker__Amanda","Su__Man","Suárez__Enrique","Sumner__Tamara","Sun__Dan","Sung__Gahyun","Sung__Hanall","Suzara__Miroslav","Swamy__Narasimha","Swanson__Hillary","Swart__Michael","Swart__Michael_I.","Swe__Myat_Min","Szostalo__Maksymilian","Tabak__Iris","Tal-Savir__Danna","Tamminen__Satu","Tan__Yuanru","Tancredi__Sofia","Tasker__Tammy","Tatar__Cansu","Taylor__Edd","Teeters__Leah_Peña","Tehee__Melissa","Tempel__Sam","Teo__Chew_Lee","Thomas__Curtis","Thompson__Kate","Thompson__Naomi","Tierney__Gavin","Timbimboo-Madsen__Patty","Tissenbaum__Mike","Tofel-Grehl__Colby","Tollefsen__Deborah","Tong__Yuyao","Toprani__Dhvani","Touioui__Ferdous","Trac__Cindy","Trevors__Greg","Trumbore__Anne","Tsan__Jennifer","Tseng__Stephanie","Tsurusaki__Blakely_K.","Tu__Xintian","Tucker__Taylor","Turner__Carmen","Turner__Chandler","Tzou__Carrie","Uehara__Dan","Ufer__Stefan","Ulberg__Erik","Uttal__David","Uzzo__Stephen","Vacca__Ralph","Vahey__Phil","van_Aalst__Jan","Van_Boekel__Martin","Van_Doren__Seth","van_Helden__Gitte","Van_Keer__Hilde","Van_Steenis__Erica","Van_Winkle__Michael_S.","Vanbibber__Brandon","Vandenberg__Jessica","Varma__Keisha","Vasudevan__Veena","Vega__Hazel","Verma__Himanshu","Vest__Nicholas_A.","Vickery__Morgan","Villanosa__Krystal","Voet__Michiel","Vogelstein__Lauren","von_Suchodoletz__Antje","Vossoughi__Shirin","Vujovic__Milica","Wagh__Aditi","Walkington__Candace","Walkoe__Janet","Walton__Margaret","Wang__Ning","Wang__X._Christine","Wang__Yansen","Wang__Yeyu","Watzka__Bianca","Wegemer__Christopher_M.","Weidler-Lewis__Joanna","Weidner__Carrie","Weintrop__David","Weisen__Shelby","Wekerle__Christina","Wen__Huijing","Werner__Stephanie_M.","Wernick__Ann_Marie","West__Luke","Whyte__Tanya","Widman__Sari","Wiebe__Eric","Wiebe__Eric_N.","Wiebe__Joel_P.","Wiedemann__Kenia","Wilensky__Uri","Wilhelm__Anne_Garrison","Wilkerson__Michelle_Hoda","Wilkes__Theresa","Willet__K._Bret_Staudt","Willett__Sean","Williams-Pierce__Caro","Williams__Jeff","Williamson__David","Wilton__Lesley","Windeler__Ben","Winograd__Blair_A.","Wolkenhauer__Rachel","Wollenberg__Sam","Wong__Chin-Chin","Wong__Joseph","Wongkamalasai__Megan","Woods__Peter_J.","Woolley__Anita_Williams","Wörner__Salome","Worsley__Marcelo","Wu__Liang_Li","Wu__Sally_P.W.","Wylie__Ruth","Xhakaj__Franceska","Xia__Fangli","Xia__Yu","Xu__Cassie","Y.__Jasmine","Yadav__Gautam","Yamashita__Shotaro","Yan__Lili","Yang__Hui","Yang__Stephanie","Yang__Yuqin","Yankova__Nickolina","Yarden__Anat","Yeung__Natalie_Au","Yi__Sherry","Yoder__Michael_Miller","Yoo__Tyler","Yoon__Susan","Yoon__Susan_A.","Yu__Yawen","Yuan__Guangji","Yuan__Xin","Zabolotna__Kateryna","Zacharia__Zacharias","Zahn__Carmen","Zakaria__Zarifa","Zambrano-Gutiérrez__Julio","Ze__Yannick_Stéphane_Nleme","Zeller__Laura","Zenke__Carter","Zhang__Jianwei","Zhang__Ningyu","Zhang__Xinhua","Zhang__Yi","Zhao__Lexie","Zheng__Yipu","Zhou__Jinzhi","Zhou__Mengxi","Zhou__Zhuqian","Zimmerman__Heather","Zimmerman__Heather_Toomey","Zimmerman__Randi_M.","Zohar__Asnat_R.","Zummo__Lynne"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
