"__Chris","Abrahamson__Dor","Adams__Robin","Agan__Lori","Agnew__Grace","Ai__Hua","Ainsworth__Shaaron","Alagoz__Esra","Aleven__Vincent","Alonzo__Alicia_C.","Alterman__Richard","Anastopoulou__Stamatina","Anderson__Janice","Anderson__Kate","Apedoe__Xornam_S.","Aprea__Carmela","Arici__Anna","Asher__Itay","Asterhan__Christa","Atzmon__Shirley","Austin__Kimberly","Ayaz__Hasan","Azevedo__Roger","Badreddine__Zeynab","Bagley__Elizabeth","Baglin__Shawn","Baines__AnnMarie","Bakar__Aysegul","Baker__Eva_L.","Baker__Michael","Baker__Ryan","Bang__Megan","Barab__Sasha","Barron__Brigid","Barth-Cohen__Lauren","Barton__Angela_Calabrese","Bass__Michelle","Bates__Lauren","Bauhoff__Vera","Baumgartner__Adrian","Becu-Robinault__Karine","Belenky__Dan","Bell__Philip","Berland__Leema","Berland__Matthew","Bernstein__Debra","Berson__Eric","Besterfield-Sacre__Mary","Betrancourt__Mireille","Bielaczyc__Katerine","Blair__Kristen_Pilner","Blikstein__Paulo","Bolger__Molly","Boling__Erica","Bollen__Lars","Booker__Angela","Bopardikar__Anushree","Borge__Marcela","Boticki__Ivica","Boxerman__Jonathan","Brady__Corey","Bransford__John","Brar__Rozy","Brashear__Helene","Braun__Isabel","Bricker__Leah_A.","Bromme__Rainer","Brown__Matthew","Brown__Megan","Brown__Patrick","Bruckman__Amy","Bryan__Lynn","Buckland__Luke","Buechley__Leah","Buksh__Arzoo","Butera__Fabrizio","Butler__Ruth","Buty__Christian","Cakir__Murat","Cardella__Monica","Carlsen__William","Carmichael__Adrian","Carr__Margaret","Carroll__John_M.","Caswell__Tom","Cathcart__Laura","Catley__Kefyn","Catrambone__Richard","Chaffee__Rachel","Chai__Ching_Sing","Chan__Carol_KK","Chan__Wen-Ching","Chan__Yuen-Yan","Chang__Hsin-Yi","Chang__Yu-Han","Charles__Elizabeth","Chase__Catherine_C.","Chen__Fei-Ching","Chen__Gaowei","Chen__Wenli","Cheng__Britte","Chia__Peichun","Chin__Chee-Kuen","Ching__Cynthia","Ching__Cynthia_Carter","Chini__Jacquelyn_J.","Chinn__Clark","Chiu__Jennifer","Chiu__Ming_Ming","Cho__Byeong-Young","Chu__Sarah","Chung__Chen-Wei","Chung__Gregory_K.W.K.","Chuy__Maria","Clark__Dav","Clark__Douglas","Clarke-Midura__Jody","Claudia__Sauter","Clegg__Tamara","Close__Hunter_G.","Coffey__Janet","Colestock__Adam","Compton-Lilly__Catherine","Confrey__Jere","Conlin__Luke","Connolly__Kathleen_G.","Constantinou__Constantinos","Cowie__Bronwen","Creighton__Jean","Cress__Ulrike","Cromwell__Folashade_Solomon","Crook__Charles","Cui__Guoqiang","Curwood__Jen_Scott","D'Angelo__Cynthia_M.","Danielak__Brian_A.","Danish__Joshua","Darnon__Celine","Dasgupta__Chandan","Davis__Heidi","Davis__Pryce","de_Araujo__Zandra","de_Jong__Ton","De_Wever__Bram","Delacruz__Girlie_C.","Delgado__Cesar","Denham__Andre","Derry__Sharon","DeVane__Benjamin","Dianovsky__Michael","Diaz__Lisa_Bouillion","Dixon__Bonnie","Diziol__Dejana","Dodick__Jeff","Dorsey__Chad","Dotger__Benjamin","Drake__Corey","Drechsel__Elisabeth","Dugan__Therese_E.","DuMont__Maneksha","Duncan__Ravit_Golan","Duncan__Sean","Dunn__Margie","Dyehouse__Melissa","Eagan__Brendan_R.","Earnest__Darrell","Eberbach__Catherine","Ebner__Hermann_G.","Edwards__Ann","El-Moslimany__Hebbah","Elby__Andrew","Ellenbogen__Kirsten","Emig__Brandon","Empson__Susan","Engle__Randi","Engler__Jan","Enyedy__Noel","Erkens__Gijsbert","Erlandson__Benjamin","Eseryel__Deniz","Esmonde__Indigo","Evans__Emily","Evans__Michael","Evans__Michael_A.","Faber__Elizabeth","Fang__Jun","Fantini__Paola","Farrar__Cathy","Festner__Dagmar","Fields__Deborah","Filsecker__Michael","Finkelstein__Carla","Fischer__Frank","Fischer__Ursula","Florax__Mareike","Fluet__Kimberly","Foong__Seekit","Forbes__Cory","Forin__Tiago","Forte__Andrea","Frank__Brian","Frauwirth__Kenneth","Frey__Regina","Fristoe__Teale","Fuerstenau__Baerbel","Fujita__Nobuko","Furtak__Erin_Marie","Gadgil__Soniya","Gagliardi__Marta","Gallagher__Lawrence_P.","Ganaim__Lina","Gane__Brian","Gardner__Christina","Gardner__Grant","Gavota__Monica","Gawel__Drue","Gaydos__Matthew","Gealy__Daniel","Gegenfurtner__Andreas","Gerard__Libby","Gerhards__Gisela_M.","Giesbers__Bas","Gijselaers__Wim","Gire__Elizabeth","Gnesdilow__Dana","Gobert__Janice","Goehring__Elizabeth","Goel__Ashok","Goh__Sao-Ee","Goldberg__Fred","Goldman__Shelley","Goldman__Susan","Gomez__Kimberley","Gomez__Louis","Gong__Cheng","Gotwals__Amelia","Gourley-Delaney__Pamela","Graville__Cynthia","Gray__Steven","Greenlee__Andrew","Gresalfi__Melissa","Gressick__Julia","Grigholm__Linda","Grosshandler__Dean","Gruber__Hans","Gupta__Ayush","Gutierrez__Jose","Gvili__Inbal_Flash","Hackbarth__Alan_J.","Hadjichambis__Andreas","Hall__Rogers","Halverson__Erica_Rosenfeld","Halverson__Kristy","Halverson__Richard","Hamilton__Eric","Hamilton__Harley","Hammer__David","Hammer__Ronen","Hans-Christoph__Nuerk","Hansen__Martha","Hanss__Ted","Hansson__Lena","Harris__Christopher_J.","Harris__Constance","Hatfield__David","Haug__Stephanie","Heckler__Andrew","Held__Christoph","Hemphill__Libby","Henson__Kathleen","Herbst__Patricio","Herman__Phillip","Herrenkohl__Leslie","Hershkowitz__Rina","Hesse__Friedrich_W.","Hewitt__Jim","Hickey__Daniel","Hmelo-Silver__Cindy","Hoadley__Christopher","Hokayem__Hayat","Holbert__Nathan","Holyoak__Keith","Hong__Huang-Yao","Honwad__Sameer","Hope__Jen","Hoppe__Ulrich","Horn__Michael","Hough__Mary","Hsi__Sherry","Huff__Markus","Hupert__Naomi","Ingram-Goble__Adam","Ioannou-Nicolaou__Andri","Izsak__Andrew","Izzetoglu__Kurtulus","Jacobson__Erik","Jacobson__Michael","Jaegar__Allison","Jan__Mingfong","Jarvin__Linda","Jensen__Marion","Jeong__Allan","Jeong__Heisawn","Jimenez__Osvaldo","Johnson__Chelsea","Jones__M._Gail","Jordan__Rebecca","Jordan__Robert","Joshi__Aasha","Jucks__Regina","Kafouris__Dimitris","Kali__Yael","Kam__Matthew","Kanter__David_E.","Kapur__Manu","Kara__Melike","Karch__Anne","Kawasaki__Jarod","Kerlin__Steven","Ketelhut__Diane_J.","Kidwai__Khusro","Kilb__Deborah","Kilgore__Deborah","Kim__Younsu","Kimmerle__Joachim","King__Elizabeth","Kirschner__Paul","Klahr__David","Klopfer__Eric","Knight__Amanda","Kobiela__Marta","Koedinger__Kenneth","Kohen-Vacs__Dan","Kolikant__Yifat_Ben-David","Kollar__Ingo","Kollias__Vassilis","Kolodner__Janet","Korbinian__Moeller","Krajcik__Joseph","Krakowski__Moshe","Krauskopf__Karsten","Krinsky__Hindi","Krumm__Andrew_E.","Kunath__Janet","Kuo__Wang-Hsin","Kupperman__Jeff","Kwon__Eun_Ju","Kyza__Eleni","Laferriere__Therese","Laffey__James","Lam__IvanCK","Land__Susan","Langer-Osuna__Jennifer","Lara-Meloy__Teresa","Larreamendy__Jorge","Larusson__Johann","Lasry__Nathaniel","Law__Nancy","Law__Victor","Leander__Kevin","Lee__Hee-Sun","Lee__Hee_Seung","Lee__Victor","Leenaars__Frank","Legare__Cristine","Lehrer__Rich","Leng__Jing","Lesk__Hannah","Levin__Daniel","Levin__Mariana","Levine__John","Levine__Susan","Levinson__Amber","Levrini__Olivia","Lewis__Katherine","Li__Wenjuan","Lichtenwalner__Sage","Lin__Chiu-Pin","Lineback__Jennifer","Linn__Marcia","Liu__Chen-Chung","Liu__Lei","Liu__May","Liu__Ou_Lydia","Liu__Tzu-Chien","Llorente__Carlin","Lombardi__Doug","Lombrozo__Tania","Lonn__Steven","Looi__Chee-Kit","Louca__Loucas_T.","Lu__Jingyan","Luehmann__April_Lynn","Luesse__Sarah","Luna__Melissa","Lund__Kristine","Lundh__Patrik","Ly__Uyen","Lyons__Leilah","Ma__Jasmine","Macalalag__Augusto","Maddox__Cody","Madeira__Cheryl","Magner__Ulrike","Magnifico__Alecia_Marie","Maher__Carolyn","Majerich__David","Makara__Kara","Maloney__Alan","Mancy__Rebecca","Mann__Llewellyn","Marbach-Ad__Gili","Marchlewicz__Sara","Martell__Sandra_Toro","Martin__Caitlin","Martin__Crystle","Martin__Lee","Martinez-Garza__Mario","Martinez__Mara","Maskiewicz__April_Cordero","Mathews__James","Matlen__Bryan","Mattis__Kristina_V.","Matuk__Camillia","McCarty__Glenda","McChesney__Jane","McDonald__Scott","McDonnell__Janice","McElhaney__Kevin","McNeill__Katherine","Mehus__Siri","Menda__Justin","Mertl__Veronique","Messina__Richard","Metz__Kathleen","Michael__Georgia","Miles-Kingston__Robert","Minh__Chieu_Vu","Mitamura__Teruko","Moher__Tom","Moore__Allison","Moraveji__Neema","Morrison__Deborah","Moschkovich__Judit","Moskaliuk__Johannes","Mouza__Chrystalla","Mulligan__Martha","Najafi__Hedieh","Narciss__Susanne","Nash__Padraig","Nasir__Na'ilah_Suad","Nasser__Samira","Nathan__Mitchell","Nelson__Brian","Nelson__Brian_C.","Newman__Alan","Niccolai__Gerald_P.","Nicolaidou__Iolie","Nokes__Timothy","Notari__Michele","Novellis__Francesco","Novick__Laura","NŸckles__Matthias","O'Neill__D._Kevin","Occhino__Michael","Oh__Yoonsin","Onaral__Banu","Orrill__Chandra","Otero__Valerie","Ou__Jimmy_Xiantong","Ow__John","Packer__Martin","Paechter__Manuela","Palius__Marjory","Palmquist__Sasha","Papadouris__Nicos","Parnafes__Orit","Pasnik__Shelley","Passmore__Cynthia","Pat-El__Ron_J.","Paus__Elisabeth","Pea__Roy","Pearce__Laura","Pecori__Barbara","Pedro__Michael_Sao","Pellegrino__James","Penuel__William_R.","Peppler__Kylie","Perkins__Kristen","Perpich__Diana","Peters__Vanessa","Pettyjohn__Patrick","Phelps__David","Phielix__Chris","Philippi__Susanne","Phillips__Brenda","Phillips__Nathan","Phillips__Rachel_S.","Pierson__Jessica","Pilitsis__Vicky","Pimentel__Diane","Pinkard__Nichole","Ploetzner__Rolf","Plummer__Julia","Polman__Joseph","Popescu__Octav","Porsch__Torsten","Poyas__Yael","Prechtl__Helmut","Presti__Peter","Prins__Frans","Pruet__Susan","Prusak__Naomi","Puntambekar__Sadhana","Radinsky__Josh","Raes__Annelies","Raffle__Hayes","Randall__Dan","Ranney__Michael","Rasmussen__Chris","Ratliff__Kristin","Raziuddin__Juelaila","Rebello__Sanjay","Redfors__Andreas","Reeve__Suzanne","Reimann__Peter","Reisman__Avishag","Renkl__Alexander","Resendes__Monica","Rhodes__Suzanne","Richards__Jennifer","Richards__Kimberly","Rienties__Bart","Roberts__Sarah_A.","Robertson__Beth","Rogers__Chris","Rogers__Maryanna","Roll__Ido","Ronen-Fuhrmann__Tamar","Ronen__Miky","Roschelle__Jeremy","Rose__Carolyn","Rosè__Carolyn","Rose__Shari","Rosengren__Karl","Rouinfar__Amy","Rowden-Quince__Bianca","Rugaber__Spencer","Rummel__Nikol","Russ__Rosemary","Ryan__Stephanie","Ryoo__Kihyun","Ryssel__Jeannine","Ryu__Minjung","Ryu__Suna","Saballus__Ulf","Saffer__Jessica","Saleem__Hafiz","Saleh__Asmalina","Samarapungavan__Ala","San_Chee__Yam","Sandoval__William","Sands__Lorraine","Santis__Maria","Sato__Elissa","Sattler__Brook","Satwicz__Tom","Saul__E._Wendy","Sawyer__R._Keith","Scalone__Giovanna","Scarongella__Mariateresa","Schanze__Sascha","Schellens__Tammy","Scherr__Rachel_E.","Schifter__Catherine","Schlichter__Natalia","Schneider__Daniel","Schneider__Rebecca","Schunn__Christian_D.","Schwan__Stephan","Schwartz__Daniel_L.","Schwarz__Baruch","Schwonke__Rolf","Scopelitis__Stephanie","Sederberg__David","Segers__Mien","Sengupta__Pratim","Seow__Peter_Sen_Kee","Severance__Charles","Sha__Li","Shaenfield__David","Shaffer__David_Williamson","Shane-Sagiv__Chava","Shankar__Tara_Rosenberger","Shao__Yin-Juan","Shapiro__R._Benjamin","Sharma__Priya","Sharples__Mike","Shea__Nicole","Shechtman__Nicole","Shelton__Brett","Shemwell__Jonathan_T.","Shen__Ji","Sherin__Bruce","Sherin__Miriam","Shin__Namsoo","Shouse__Andrew","Shuman__Larry_J.","Shute__Valerie","Shutt__Kari","Siewiorek__Anna","Siewiorek__Nora","Sikorski__Tiffany-Rose","Silva__Brenda_Lopez","Sinatra__Gale_M.","Singer__Nancy","Sinha__Suparna","Sins__Patrick","Sionti__Marietta","Sipitakiat__Arnan","Sisk-Hilton__Stephanie","Slack__Kent","Slof__Bert","Slotta__James_D.","Smith__Ann","Smith__Brian_K.","Smith__Garrett","So__Hyo-Jeong","Solomon__Tanya_Cleveland","Solomou__Maria","Spada__Hans","Squire__Kurt","Srinivasan__Saranya","Stahl__Gerry","Starner__Thad","Steinkuehler__Constance","Steinmeier__Christopher","Stevens__Maggie","Stevens__Reed","Stevens__Shawn","Stieff__Mike","Stigler__James","Stockdill__Darin","Strauss__Eric","Strijbos__Jan-Willem","Stringer__Daniel","Strobel__Johannes","Stromholt__Shelley","Stylianou-Georgiou__Agni","Sullivan__Sarah","Svihla__Vanessa","Svoboda__Julia","Swain__Jeff","Swanson__Hillary","Swarat__Su","Sylvan__Elisabeth","Tabak__Iris","Takeuchi__Lori","Tan__Chee-Lay","Tan__Ek_Ming","Tang__Xiaowei","Tasquier__Giulia","Tatar__Deborah","Tateishi__Isaku","Taylor__Amy","Taylor__Katie","Teasley__Stephanie_D.","Tempelaar__Dirk","Teplovs__Christopher","Terzian__Frederiki","Teske__Paul","Thompson__Belinda","Tinelli__Liz","Togrol__Aysenur_Yontar","Toh__Yancy","Tomory__Annette","Torres__Robert_J","Townsend__Eve","Tretter__Thomas","Tucker-Raymond__Eli","Turley__Eric","Turns__Jennifer","Tzeng__Jeng-Yi","Tzialli__Dora","Tzou__Carrie","Uttal__David","Vahey__Phil","van_Aalst__Jan","van_de_Sande__Carla","Van_Haneghan__James","van_Joolingen__Wouter","Van_Keer__Hilde","van_Merriënboer__Jeroen","van_Meter__Peggy","Varma__Keisha","Vatrapu__Ravi","Vattam__Swaroop","Vauras__Marja","Velazquez__Griselda","Visintainer__Tammie","Vye__Nancy","Wagler__Mark","Walker__Erin","Walker__Joan","Walkoe__Janet","Waltman__Rhonda","Wang__Christine","Wang__Yi-Chia","Wang__Zhan","Wardrip__Peter","Watermann__Rainer","Wawro__Megan","Weaver__Kimberly_A.","Weber__Nicole","Wecker__Christof","Weimar__Stephen","Weinberg__Paul","Weinstock__Michael","Weiss__Michael","Wen__Yun","Wendell__Kristen_B.","West__Richard","Weusijana__Kofi","White__Barbara","White__Tobin","Wichmann__Astrid","Wiebe__Eric","Wilensky__Uri","Wiley__Jennifer","Wilhelm__Pascal","Wilkerson-Jerde__Michelle","Williams__Joseph","Wilson__Amy_A.","Wink__Donald","Winters__Victoria","Wittmann__Michael","Wong__Lung-Hsiang","Wong__O_W","Woodruff__Earl","Woods__Eric","Wopereis__Iwan","Wright__Christopher_G.","Wright__Geoff","Wylie__Ruth","Yasri__Pratchayapong","Ye__Xiaoxuan","Yen__Iris","Yoon__Susan_A.","Yuen__Johnny","Zacharia__Zacharias_C.","Zafrulla__Zahoor","Zahn__Carmen","Zandieh__Michelle","Zellner__Moira","Zembal-Saul__Carla","Zemel__Alan","Zhang__Baohui","Zhang__Bei","Zhang__Helen","Zhang__Jianwei","Zhang__Sili","Zimmerman__Heather_Toomey","Zuiker__Steven_J.","Zviling-Beiser__Hilla"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
