"_","Abbott__Robert_D.","Abrahamson__Dor","Acosta__Alisa","Adams__Deanne","Aguilar__Stephen","Ahn__June","Aleven__Vincent","Alibali__Martha_W.","Allert__Heidrun","Alonzo__Alicia","Alston__Alice","Alvarenga__Claire","Anderson__Emma","Anderson__Janice","Andrade-Lotero__Alejandro","Arastoopour__Golnaz","Arias__Anna_Maria","Arici__Anna","Asterhan__Christa_S._C.","Azevedo__Roger","Bachfischer__Agnieszka","Baker__Ryan_S.","Ballweber__Christy","Banerjee__Amartya","Bang__Megan","Bannister__Nicole","Barab__Sasha","Barany__Amanda","Barber__Jacqueline","Barker__Lisa_M.","Barrientos__Kristina","Barron__Brigid","Barth-Cohen__Lauren","Barth__Armin","Barton__Angela_Calabrese","Barzilai__Sarit","Basu__Satabdi","Baumeister__Antonia_E._E.","Beauvineau__Yves","Beck__Luisa","Begnagh__Reza_Feyzi","Bell__Alexander","Bell__Philip","Bemis__Carrie_Allen","Ben-Zvi__Dani","Bernstein__Debra","Berson__Eric","Bevan__Bronwyn","Bhatnagar__Sameer","Bielaczyc__Katerine","Biemans__Harm_J._A.","Bientzle__Martina","Birmingham__Daniel","Biswas__Gautam","Black__John_B.","Blair__Kristen_P.","Blikstein__Paulo","Bolling__Amy","Bolzer__Markus","Boncoddo__Rebecca","Bonsignore__Elizabeth","Booker__Angela_N.","Borge__Marcela","Boston__Melissa_D.","Bouchet__François","Boxerman__Jonathan","Brady__Corey","Bransford__John","Brennan__Karen","Briseño__Adriana","Britt__M._Anne","Brooks__Christopher","Brown__Willard","Bryant__Julie","Burke__Jeff","Burke__Quinn","Burkett__Candice","Burleson__Winslow","Buxton__Cory","Caccamise__Donna","Cadeiras__Martin","Caires__Roxane","Cakir__Murat_Perit","Caleon__Imelda","Callanan__Maureen","Cantarero__Andrea","Capps__Daniel","Carlone__Heidi","Carney__Michael","Cartier__Jennifer","Cartun__Ashley","Castillo__Tim","Cervantes__Francisco","Chae__Hui_Soo","Chaffee__Rachel","Champney__Danielle","Chan__Carol_K._K.","Chao__Jie","Charles__Elizabeth_S.","Chase__Kiera","Chen__Gaowei","Chen__Vivian","Chen__Xiaodi","Chen__Ying-Chih","Cheng__Britte_Haugan","Cheng__Harry","Cheng__Julius","Chi__Michelene_T._H.","Chi__Min","Chin__Doris_B.","Ching__Cynthia_Carter","Chinn__Clark_A.","Chiu__Jennifer_L.","Cho__Young_Hoan","Choi__Gi_Woong","Choi__Jinnie","Choi__Sung-Youn","Chowning__Jeanne","Chung__Huy_Q.","Clariana__Roy_B.","Clark__Douglas_B.","Clarke__Sherice_N.","Clase__Kari_L.","Clegg__Tamara","Clement__John_J.","Clodfelter__Erika","Close__Eleanor_W.","Close__Hunter_G.","Cober__Rebecca","Coffey__Janet_E.","Cole__Michael","Collier__Wesley","Collins__Allan","Collins__Jamie","Conlin__Luke_D.","Conn__Jessica","Conner__Laura","Constantin__Ana-_Maria","Cook__Melissa_Sunshine","Cooper__Stephen","Cordy__Michelle","Core__Mark","Cox__Christopher","Cress__Ulrike","Crooks__Noelle","Cruz__Daniel","Cunningham__Christine_M.","Cunningham__Jahneille","Curnow__Joe","Cutler__Christopher_T.","D'Amico__Laura","D'Angelo__Cynthia","Dalvi__Tejaswini","Daly__Alan_J.","Damşa__Crina","Damșa__Crina","Danielak__Brian_A.","Danish__Joshua_A.","Dasgupta__Chandan","Davenport__Jodi_L.","Davis__Elizabeth_A.","de_Royston__Maxine_McKinney","de_Saint-Georges__Ingrid","DeBarger__Angela_Haydel","Dede__Chris","Deitrick__Elise","DeJaegher__Crystal_J.","Delen__Ibrahim","Delgado__Cesar","Deng__Mario_C.","Denner__Jill","Derry__Sharon_J.","DeSutter__Dane","Dianovsky__Michael_T.","DiGiacomo__Daniela_K.","Dillenbourg__Pierre","Dingyloudi__Filitsa","DiSalvo__Betsy","DiSalvo__Carl","diSessa__Andrea_A.","Dixon__Colin","Doane__William_E._J.","Dookie__Lesley","Dow__Steven","Drake__Joel","Duck__Jennifer","Duckles__Joyce","Dugdale__Michael","Dukeman__Anton","Duncan__Ravit_Golan","Durik__Amanda_M.","Dussault__Mary","Dutilly__Erik","Easterday__Matthew_W.","Eberbach__Catherine","Eberle__Julia","Edelson__Daniel_C.","Edwards__Ann_R.","Eilam__Billie","Eisenberg__Michael","Eitel__Karla_Bradley","Elby__Andrew","Elinich__Karen","Engelmann__Katharina","Engelmann__Tanja","Engeström__Yrjö","Enyedy__Noel","Escudé__Meg","Eshet-Alaklai__Yoram","Esmonde__Indigo","Etkina__Eugenia","Evans__Abigail","Evans__Sarah","Farris__Amy_Voss","Fatolapour__Mitra","Feng__Mingyu","Fields__Deborah_A.","Finnigan__Kara_S.","Fischer__Frank","Fischer__Gerhard","Fitz-Gibbon__Taylor","Flood__Virginia_J.","Fogo__Bradley","Fong__Cresencia","Forbes__Cory_T.","Ford__Michael_J.","Forsyth__Carol","Franz__Paul","Fricchione__Cheryl","Friend__Angela","Fritts__Jeremy","Fu__Ella","Fuhrmann__Tamar","Fujii__Keita","Funk__Alexandra","Galbreath__Marcie","Garcia__Iolanda","Gaus__Katharina","Gaydos__Matthew","Geller__Benjamin_D.","Gentry__Christine","Georgiou__Yiannis","Gerard__Libby","Gerber__Elizabeth_M.","Gibbons__Thor","Gilbuena__Debra","Girotto__Victor","Glogger__Inga","Gnoli__Alessandro","Gobert__Janice","Goggins__Sean","Golbeck__Susan","Goldberg__Benjamin","Goldberg__Tsafrir","Goldin__Simona","Goldman__Shelley","Goldman__Susan_R.","Goldwasser__Lloyd","Gomez__Kimberley","Gong__Bowyee","González-Howard__Maria","Gonzalez__Carlos","Gonzalez__Martha_Rocío","Goodell__Alexandra","Goodman__Alyssa_A.","Goodyear__Peter","Gordon__Andrew","Gottlieb__Eli","Gotwals__Amelia_Wenk","Gouvea__Julia_S.","Graesser__Arthur_C.","Graville-Smith__Cynthia","Greenhow__Christine","Greenleaf__Cynthia","Greeno__James_G.","Greenwich__Joel_Gallegos","Gresalfi__Melissa","Gressick__Julia","Griffin-EL__Nosakhere","Groneman__Christine","Grotzer__Tina","Grover__Shuchi","Gubbels__Michael","Guerra__Paulo","Guidalli__Barbara","Guillemette__Jonathan","Guloy__Sheryl","Gupta__Ayush","Guthrie__Mareca","Gutiérrez__Kris_D.","Gutierrez__Pedro_J.","Hackbarth__Alan_J.","Hall__Rogers","Hallinen__Nicole_R.","Halverson__Erica_Rosenfeld","Halverson__Kristy_L.","Hammer__David","Hand__Brian","Hand__Victoria","Hanny__Courtney","Harding__Tricia","Harris__Christopher","Harrison__Simon","Hayes__Elisabeth","Heck__Tamara","Heffernan__Neil_T.","Helding__Brandon","Herrenkohl__Leslie_Rupert","Hertel__Jonathan_D.","Hetmanek__Andreas","Hever__Rakheli","Heyd-Metzuyanim__Einat","Hickey__Daniel_T.","Hirsh__Alon","Hjorth__Arthur","Hmelo-Silver__Cindy_E.","Hoadley__Christopher","Hod__Yotam","Hokayem__Hayat","Holbert__Nathan","Honey__Rose","Honwad__Sameer","Hooper__Paula_K.","Horn__Ilana_Seidel","Horn__Michael","Horstman__Theresa","Horwitz__Paul","Hougham__R._Justin","Howley__Iris","Huang__Jason","Hug__Sarah","Hung__Leah_C.-C.","Hwang__Soyeon","Iiskala__Tuike","Ilomäki__Liisa","Irving__Paul_W.","Jackson__G._Tanner","Jackson__Jonathan","Jacobson__Michael_J.","Jain__Rishika","James__Katherine","Jamshidi__Arash","Jensen__Bryant","Jermann__Patrick","Jiang__Yang","Jimenez__Elizabeth_Yakes","Jimenez__Osvaldo","Jin__Hui","Jipson__Jennifer","Johnson-Glenberg__Mina_C.","Johnson__Angela","Johnson__Raymond","Jones__Kimberly","Jordan__Michelle_E.","Judele__Raluca","Jurow__A._Susan","Kafai__Yasmin_B.","Kahn__Jennifer","Kalaitzidis__TJ","Kamarainen__Amy","Kane__Britnie_Delinger","Kang__Raymond","Kang__Sin-Hwa","Kapon__Shulamit","Kapur__Manu","Ke__Li","Kelton__Molly","Kern__Anne","Kessler__Aaron_M.","Khan__Saadia_A.","Khattak__Laaraib","Killingsworth__Stephen","Kim__Nam_Ju","Kim__Stephanie","Kimmerle__Joachim","King__Whitney_L.","Kinnebrew__John_S.","Kintsch__Eileen","Kirschner__Paul_A.","Kirshner__Ben","Kisa__Miray_Tekkumru","Klahr__David","Klein__Elaine","Klein__Valerie","Klopfer__Eric","Knight__Daniel_W.","Knight__Simon","Ko__Mon-Lin_Monica","Koedinger__Kenneth_R.","Koehler__Jessica","Koh__Elizabeth","Kolikant__Yifat_Ben-David","Kolodziej__Richard","Kong__Fan","König__Katrin","Kooser__Ara","Kopcha__Theodore_J.","Koretsky__Milo","Körndle__Hermann","Koschmann__Timothy","Kosonen__Kari","Kotsopoulos__Donna","Kotys-Schwartz__Daria_A.","Kozlov__Michail_D.","Krajcik__Joseph","Krehbiel__Matt_D.","Krinks__Kara","Krishnan__Gokul","Krist__Christina","Kuhn__Alex","Kumar__Melissa","Kumar__Vishesh","Kuo__Annie_Camey","Kuo__Eric","Kutsson__Ola","Kyza__Eleni_A.","Lachapelle__Cathy_P.","Lai__Kevin","Lajoie__Susanne","Lakkala__Minna","Lam__Diane_P.","Lam__Rachel_J.","Land__Susan_M.","Langemeyer__Melanie","Langer-Osuna__Jennifer","Lanouette__Kathryn","Lapshin__Yuri","Larson__Joanne","Lasry__Nathaniel","Lauff__Carlye","Laumatia__Laura","Lauricella__Alexis_R.","Law__Nancy","Leary__Heather","Lee__Carol_D.","Lee__Hee-Sun","Lee__June_H.","Lee__May","Lee__Nathanie","Lee__Ung-Sang","Lee__Victor_R.","Lee__Yeung","Lehrer__Richard","Leiba__Moshe","Lembke__Julia","Lenton__Kevin","Leones__Tiffany","Levin__Mariana","Levinson__Amber","Levy__Sharona_T.","Lewis__Armanda","Lewis__Colleen","Lewis__Daniel_Rees","Lewittes__Becky","Liberti__Jamie","Light__Gregory_J.","Lin__Feng","Lindgren__Robb","Linn__Marcia_C.","Lira__Matthew","Little__Angela","Littleton__Karen","Littrell-Baez__Megan","Litvack__Elyse","Livingston__Ayesha","Lo__Stanley_M.","Lo__Wan-Tzu","Lockwood__Elise","Loibl__Katharina","Long__Yanjin","Lonn__Steven","Loper__Suzanna","Lotas__Sasha","Lotridge__Erin","Lozano__Cecil","Luce__Megan","Lucero__Margaret","Ludvigsen__Sten","Luehmann__April","Lui__Michelle","Luna__Melissa_J.","Lyons__Cheryl_A.","Lyons__Leilah","Lyu__Siwei","Ma__Guanzhong","Macalalag__Augusto_Z.","Madsen__Adrian","Mafa__Moseli_A.","Magnifico__Alecia_Marie","Maher__Carolyn_A.","Makela__Marja-Liisa","Mancevice__Nicole","Mandl__Heinz","Manz__Eve","Marchand__Gwen_C.","Marin__Ananda","Markauskaite__Lina","Martin__Andrew","Martin__Caitlin_Kennedy","Martin__Lee","Martin__Wendy","Martinez-Garza__Mario_M.","Martinez__Jacob","Martinuk__Mathew","Mathis__Lele","Matuk__Camillia","Mazziotti__Claudia","McCallie__Ellen","McClain__Lucy_Richardson","McCormick__Mary","McDonald__Scott","McEldoon__Katherine","McElhaney__Kevin","McGee__Steven","McGinty__Megan","McGowan__Veronica","McKagan__Sarah_B.","McKay__Tabitha","McKenney__Susan","McNamara__Danielle_S.","McNeill__Katherine_L.","Medin__Douglas_L.","Mendelson__Adam","Mendoza__Elizabeth","Menzer__Melissa","Metcalf__Shari","Metz__Kathleen_E.","Meyer__Chris","Meyer__Eric","Meyer__Xenia_S.","Michaelis__Joseph_E.","Miller__Alison_R.","Miller__Brant_G.","Miller__Susan","Milrad__Marcelo","Moher__Tom","Mohney__Michael_R.","Moore__Emily_B.","Moorthy__Savitha","Mor-Hagani__Shiri","Mørck__Line_Lerche","Morozov__Andrew","Moses__George","Moses__Robert","Mote__Chad","Mouza__Chrystalla","Mu__Jin","Mudrick__Nicholas","Mulder__Martin","Muldner__Kasia","Munter__Charles","Murphy__Robert","Muukkonen__Hanni","Nachlieli__Talli","Naik__Shweta","Namdar__Bahadir","Narciss__Susanne","Nasir__Na'ilah_Suad","Nathan__Mitchell_J.","Natriello__Gary","Nerland__Monika","Neumeister__Michael","Niedermeier__Sandra","Nielsen__Rodney_D.","Nissen__Jayson","Nolen__Susan_Bobbitt","Noroozi__Omid","Nourian__Saeid","Novik__Tamar","Nsair__Ali","Nussbaum__E._Michael","O'Connell__Brian","O'Connor__Kevin","O'Neill__D._Kevin","O'Neill__Michaela_Krug","Olander__Clas","Olander__Mona_Holmqvist","Olson__Arthur_J.","Olson__Izabel_Duarte","Osborne__Jonathan","Oshima__Jun","Oshima__Ritsuko","Otero__Nuno","Otero__Valerie","Packer__Martin_J.","Palincsar__Annemarie_S.","Palius__Marjory_F.","Pallant__Amy","Paquette__Luc","Pardos__Zachary_A.","Pargman__Teresa_Cerratto","Parikh__Tapan","Parnafes__Orit","Passmore__Cynthia","Pastor__Dena_Ann","Paugh__Patricia","Pauw__Daniel","Pavlik__Philip","Pazmino__Priscilla_Jimenez","Pea__Roy_D.","Pearman__F._Alvin","Peck__Raphaela","Peddycord__Barry","Pedro__Michael_Sao","Peek-Brown__Deborah","Pellicone__Anthony","Penuel__William_R.","Peppler__Kylie","Perkins__Katherine_K.","Perritano__Anthony","Peterman__Tana","Peters__Olaf","Phillips__Nathan","Phillips__Rachel_S.","Pier__Elizabeth","Piergallini__Mario","Pilitsis__Vicky","Poitras__Eric","Pollack__Sarah","Polman__Joseph_L.","Pompea__Stephen","Preszler__Noelle_Conforti","Price__Emily","Price__Jeremy","Prudent__Mirlanda_E.","Pugh__Priya","Puhl__Thomas","Puntambekar__Sadhana","Puttick__Gillian","Quan__Gina","Querol__Marco_Pereira","Quintana__Chris","Rafferty__Anna_N.","Rahm__Jrène","Raia__Federica","Ramberg__Robert","Ramos__Grecia","Rau__Martina_A.","Recker__Mimi","Reimann__Peter","Reiser__Brian_J.","Reisman__Avishag","Renga__Ian_Parker","Renken__Maggie","Renkl__Alexander","Rentschler__Mark_E.","Resnick__Elana","Resnick__Lauren_B.","Rhodes__Catherine","Rhodes__Emily","Richards__Jennifer","Richter__Christoph","Rindermann__Heiner","Rinhart__Ronald_W.","Rivera__Valeria_M.","Rivet__Ann_E.","Riviere__Dominique","Roberts__Jessica","Robertson__Amy","Rogoff__Barbara","Roll__Ido","Ronen__Michaela","Roque__Ricarose","Roschelle__Jeremy","Roscoe__Rod_D.","Rosé__Carolyn_Penstein","Rosebery__Ann","Rosenberg__Joshua","Ross__Danielle","Ross__Laurie","Ross__Michael","Rubin__Andee","Ruhl__Elisa","Rummel__Nikol","Rusk__Natalie","Russ__Rosemary_S.","Ryoo__Kihyun","Sadler__Philip","Safronova__Maria","Sagy__Ornit","Salehi__Shima","Salman__Fariha_H.","Samei__Borhan","San_Antonio-Tunis__Christopher","Sandoval__William_A.","Sannino__Annalisa","Sato__Elissa","Sato__Takumi","Savio-Ramos__Caroline","Sawtelle__Vashti","Sayre__Eleanor_C.","Scalone__Giovanna","Schaefer__Sara","Schalk__Lennart","Schank__Patricia","Schellens__Tammy","Schenke__Katerina","Schneider__Alyse","Schneider__Emily","Schneider__Leslie","Schumacher__Ralph","Schwartz__Daniel_L.","Schwartz__Lisa_Hope","Schwarz__Baruch_B.","Schwarz__Christina_V.","Scipio__Déana","Seely__Brian_J.","Segedy__James_R.","Sengupta-Irving__Tesha","Sengupta__Pratim","Severance__Samuel","Sfard__Anna","Shaffer__David_Williamson","Shah__Niral","Shane-Sagiv__Chava","Shapiro__R._Benjamin","Sharma__Kshitij","Shaw__Ashley","Shea__Molly","Shemwell__Jonathan","Shen__Ji","Sherin__Miriam","Sherwood__Carrie-Anne","Shim__Julie","Shin__Namsoo","Shouse__Andrew","Shum__Simon_Buckingham","Shumar__Wesley","Shutt__Kari","Sigley__Robert","Silberglitt__Matt","Siler__Stephanie_A.","Silva__Brenda_A._López","Silva__Glauco","Silverman__Jason","Simon__Erica","Siyahhan__Sinem","Slakmon__Benzi","Slattery__Brian","Slotta__James_D.","Smith__Carmen_Petrick","Smith__Jeremy","Smith__Scott","Snow__Erica_L.","Sommerhoff__Daniel","Sottilare__Robert","Spikol__Daniel","Squire__Kurt","Stahl__Gerry","Stanford__Tina","Stegmann__Karsten","Stein__Mary_Kay","Steinbock__Daniel","Stephens__A._Lynn","Stevens__Reed","Stevens__Shawn","Stieff__Mike","Stiles__Abigail","Strawhacker__Amanda","Strijbos__Jan-Willem","Suárez__Enrique","Subramaniam__Mega","Sun__Weiyi","Sunbury__Susan","Sutherland__LeeAnn","Sutherland__Scot","Svihla__Vanessa","Swarat__Su","Sylvan__Elisabeth","Sypher__Ofelia_Mangen","Tabach__Michal","Tabak__Iris","Takeuchi__Lori","Talbot__Robert","Tally__William","Tamminga__Kenneth","Tan__Edna","Tang__Kok-Sing","Taraboulsi__Sherine_El","Tate__Carol","Tate__Erika","Taub__Michelle","Taylor__Katie_Headrick","Teasley__Stephanie_D.","Teeters__Leah","Telhan__Orkan","Teplovs__Chris","Thiry__Heather","Thomas__Jakita_O.","Thompson__Jessica","Thummaphan__Phonraphee","Tierney__Gavin","Tinker__Robert","Tissenbaum__Mike","Tonso__Karen_L.","Toom__Auli","Torralba__José_Antonio","Tran__Cathy","Trickett__Susan","Tsai__Janet_Y.","Tscholl__Michael","Tsovaltzi__Dimitra","Turpen__Chandra","Tyson__Kersti","Tzadok__Eynav","Tzou__Carrie","Udomprasert__Patricia","Umphress__Jessica","Uzunosmanoğlu__Selin_Deniz","Valcke__Martin","Valentine__Keri_Duncan","van_Aalst__Jan","Van_Dusen__Ben","Van_Eaton__Grant","van_Es__Elizabeth_A.","Van_Horne__Katie","Van_Wart__Sarah","Vanderhoven__Ellen","Vänninen__Irene","Vargas__Penelope","Varner__Laura_K.","Vasudevan__Veena","Vauras__Marja","Vea__Tanner","Villani__Alberto","Virkkunen__Jaakko","Visintainer__Tammie","Vitale__Jonathan_M.","Vogel__Freydis","Volet__Simone","Vossoughi__Shirin","Vye__Nancy","Waala__Jessica","Wadholm__Robert_R.","Wagh__Aditi","Wagmister__Fabian","Walden__Von","Walker__Breya","Walker__Erin_A.","Walkington__Candace","Walkoe__Janet","Wall__Steven","Walsh__Elizabeth","Wang__Catherine","Wang__Joyce","Warren__Beth","Wartella__Ellen","Waugh__Amanda","Wecker__Christof","Wei__Yu","Weidler-Lewis__Joanna","Weinberger__Armin","Weintrop__David","Welsh__Ashley","Wendell__Kristen_B.","White__Tobin","Whittaker__Chris","Wichmann__Astrid","Wienberg__Christopher","Wiese__Elaine_Stampfer","Wilensky__Uri","Williams__Caroline","Williams__Michelle","Williams__Robert_F.","Wilson__Nicholas","Wingert__Kerri","Wink__Donald_J.","Winne__Phil","Wise__Alyssa_Friend","Wobbrock__Jacob_O.","Worsley__Marcelo","Wortham__Stanton","Wright__Christopher_G.","Wylie__Ruth","Xiao__Sihan","Xie__Charles","Xing__Wanli","Y.__Jasmine","Ye__Lei","Yee__Nikki","Yeo__Amelia","Yip__Jason","Yoon__Irene","Yoon__Susan","York__Adam","Yuan__Min","Yuen__Johnny","Zangori__Laura","Zarate__Rosalia_Chavez","Zemel__Alan","Zhang__Jianwei","Zhang__Zhihui_Helen","Zielezinski__Molly_B.","Zimmerman__Heather_Toomey","Zimmerman__Randi_M.","Zisk__Robert"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
